contestId,contestName,handle,rank,ratingUpdateTimeSeconds,oldRating,newRating
1997,Educational Codeforces Round 168 (Rated for Div. 2),zhou2shan,1,1722357300,0,1016
1997,Educational Codeforces Round 168 (Rated for Div. 2),Goldenglowo,2,1722357300,1970,2357
1997,Educational Codeforces Round 168 (Rated for Div. 2),-Mescherez-,3,1722357300,1756,2170
1997,Educational Codeforces Round 168 (Rated for Div. 2),Professor-Henry-Anthony,4,1722357300,1297,1857
1997,Educational Codeforces Round 168 (Rated for Div. 2),Warma_Cute,5,1722357300,1767,2090
1997,Educational Codeforces Round 168 (Rated for Div. 2),zhiyangfanfanfan,6,1722357300,0,933
1997,Educational Codeforces Round 168 (Rated for Div. 2),__czm297,7,1722357300,1941,2198
1997,Educational Codeforces Round 168 (Rated for Div. 2),xcc_szy0905,8,1722357300,2097,2299
1997,Educational Codeforces Round 168 (Rated for Div. 2),systemStart,9,1722357300,1868,2186
1997,Educational Codeforces Round 168 (Rated for Div. 2),Hello_whk,10,1722357300,0,908
1997,Educational Codeforces Round 168 (Rated for Div. 2),zifanoi,11,1722357300,1873,2183
1997,Educational Codeforces Round 168 (Rated for Div. 2),PixelRebelz,12,1722357300,1876,2180
1997,Educational Codeforces Round 168 (Rated for Div. 2),_acsm_,13,1722357300,699,1387
1997,Educational Codeforces Round 168 (Rated for Div. 2),LeKienThanh,14,1722357300,1343,1828
1997,Educational Codeforces Round 168 (Rated for Div. 2),eFanJu,15,1722357300,1693,2044
1997,Educational Codeforces Round 168 (Rated for Div. 2),bemyqueenkong,16,1722357300,1497,1928
1997,Educational Codeforces Round 168 (Rated for Div. 2),FBI,17,1722357300,1809,2060
1997,Educational Codeforces Round 168 (Rated for Div. 2),BlackSpectre,18,1722357300,1780,2037
1997,Educational Codeforces Round 168 (Rated for Div. 2),Liz,19,1722357300,1725,1994
1997,Educational Codeforces Round 168 (Rated for Div. 2),Pentagon03,19,1722357300,2039,2210
1997,Educational Codeforces Round 168 (Rated for Div. 2),MrSigma,21,1722357300,594,1291
1997,Educational Codeforces Round 168 (Rated for Div. 2),sunyuheng365,22,1722357300,2063,2222
1997,Educational Codeforces Round 168 (Rated for Div. 2),NotBeevo,23,1722357300,1841,2062
1997,Educational Codeforces Round 168 (Rated for Div. 2),Moeebius,23,1722357300,2030,2194
1997,Educational Codeforces Round 168 (Rated for Div. 2),tosivanmak,25,1722357300,2075,2224
1997,Educational Codeforces Round 168 (Rated for Div. 2),rainbow_kitty,26,1722357300,1764,2058
1997,Educational Codeforces Round 168 (Rated for Div. 2),shikgom,27,1722357300,1562,1866
1997,Educational Codeforces Round 168 (Rated for Div. 2),zoinkssss,27,1722357300,1935,2152
1997,Educational Codeforces Round 168 (Rated for Div. 2),a884020583,27,1722357300,2023,2179
1997,Educational Codeforces Round 168 (Rated for Div. 2),LucaLucaM,30,1722357300,1748,1987
1997,Educational Codeforces Round 168 (Rated for Div. 2),Asbjorn,31,1722357300,1987,2150
