contestId,contestName,handle,rank,ratingUpdateTimeSeconds,oldRating,newRating
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,zfmdhy786,1,1727631300,2045,2333
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,duplication,2,1727631300,0,977
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,nguyentunglam,3,1727631300,2074,2322
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,4977,4,1727631300,2084,2311
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,ishivams,5,1727631300,1693,2032
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,Octagons,6,1727631300,2065,2274
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,d_k_d,7,1727631300,1994,2216
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,houum,8,1727631300,0,912
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,balakrishnan,9,1727631300,1782,2065
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,4-9,10,1727631300,995,1604
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,lvovkir,11,1727631300,2098,2271
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,yaoyanfeng,12,1727631300,1756,2064
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,jmyszka,13,1727631300,2095,2259
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,Maximka,14,1727631300,1715,1991
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,Abito,14,1727631300,1977,2169
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,Dragokj03,16,1727631300,2050,2216
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,ahmetalp,17,1727631300,1837,2066
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,daiarineko,18,1727631300,1939,2130
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,Midnights,18,1727631300,1493,1902
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,Auroraaa_,20,1727631300,1910,2142
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,MonchIkPonch,21,1727631300,1341,1774
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,bit-2-coder,22,1727631300,2038,2191
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,Jlyfish,23,1727631300,2018,2175
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,sjhi00,24,1727631300,1948,2124
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,deoxys1087,25,1727631300,1792,2073
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,shiven,26,1727631300,2086,2217
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,ponjuice,27,1727631300,834,1422
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,Dinprosperity,28,1727631300,2015,2163
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,LucaLucaM,29,1727631300,1987,2141
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,TrendBattles,30,1727631300,2001,2149
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,d3press3d,31,1727631300,1933,2100
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,tanaygad,32,1727631300,2099,2216
2020,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,FUTURE2009,33,1727631300,1573,1906
