contestId,contestName,handle,rank,ratingUpdateTimeSeconds,oldRating,newRating
2025,Educational Codeforces Round 170 (Rated for Div. 2),w2y51c318,1,1728923700,0,1003
2025,Educational Codeforces Round 170 (Rated for Div. 2),xvzhiming,2,1728923700,1949,2264
2025,Educational Codeforces Round 170 (Rated for Div. 2),rlc202204,3,1728923700,2081,2325
2025,Educational Codeforces Round 170 (Rated for Div. 2),1nky0,4,1728923700,944,1579
2025,Educational Codeforces Round 170 (Rated for Div. 2),RGB_ICPC9,4,1728923700,1774,2082
2025,Educational Codeforces Round 170 (Rated for Div. 2),deoxys1087,6,1728923700,2073,2336
2025,Educational Codeforces Round 170 (Rated for Div. 2),CakeyRoadToIOI,7,1728923700,1407,1888
2025,Educational Codeforces Round 170 (Rated for Div. 2),satyam343,8,1728923700,1984,2199
2025,Educational Codeforces Round 170 (Rated for Div. 2),Junz_LJL,9,1728923700,2021,2219
2025,Educational Codeforces Round 170 (Rated for Div. 2),lldxjw,10,1728923700,1924,2146
2025,Educational Codeforces Round 170 (Rated for Div. 2),rikka_lyly,11,1728923700,2096,2262
2025,Educational Codeforces Round 170 (Rated for Div. 2),xfxcy,12,1728923700,636,1330
2025,Educational Codeforces Round 170 (Rated for Div. 2),daaaaaaaaaaaaaaaaaaa,13,1728923700,2017,2198
2025,Educational Codeforces Round 170 (Rated for Div. 2),RadRah,14,1728923700,1931,2134
2025,Educational Codeforces Round 170 (Rated for Div. 2),Zhangxuyang,15,1728923700,1937,2135
2025,Educational Codeforces Round 170 (Rated for Div. 2),Flaming_Blade,16,1728923700,1967,2152
2025,Educational Codeforces Round 170 (Rated for Div. 2),JDScript0117,17,1728923700,1923,2119
2025,Educational Codeforces Round 170 (Rated for Div. 2),IShowRonaldo,18,1728923700,1922,2115
2025,Educational Codeforces Round 170 (Rated for Div. 2),_ChiFAN_,19,1728923700,2052,2204
2025,Educational Codeforces Round 170 (Rated for Div. 2),qwertylkjhg,20,1728923700,1695,2007
2025,Educational Codeforces Round 170 (Rated for Div. 2),wltt,21,1728923700,1769,2037
2025,Educational Codeforces Round 170 (Rated for Div. 2),PureRuby,22,1728923700,0,856
2025,Educational Codeforces Round 170 (Rated for Div. 2),yishangtanhuan,23,1728923700,1084,1612
2025,Educational Codeforces Round 170 (Rated for Div. 2),i_love_derivative,24,1728923700,1835,2043
2025,Educational Codeforces Round 170 (Rated for Div. 2),Iceturky,25,1728923700,2062,2200
2025,Educational Codeforces Round 170 (Rated for Div. 2),fairytaleqwq,26,1728923700,2052,2190
2025,Educational Codeforces Round 170 (Rated for Div. 2),QY2002,27,1728923700,2011,2159
2025,Educational Codeforces Round 170 (Rated for Div. 2),Garyyy,28,1728923700,1948,2113
