contestId,contestName,handle,rank,ratingUpdateTimeSeconds,oldRating,newRating
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",orzdevinwang,1,1732383300,3529,3707
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",tourist,2,1732383300,4009,3993
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",heuristica,3,1732383300,3251,3397
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",Kevin114514,4,1732383300,3341,3442
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",maspy,5,1732383300,2949,3128
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",Radewoosh,6,1732383300,3633,3627
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",ksun48,7,1732383300,3390,3434
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",jiangly,8,1732383300,3823,3743
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",cn449,9,1732383300,2666,2873
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",maroonrk,10,1732383300,3226,3284
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",244mhq,11,1732383300,3040,3137
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",hhhgjyismine,12,1732383300,2689,2869
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",le0n,13,1732383300,2913,3030
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",qiuzx,14,1732383300,2924,3033
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",Ormlis,15,1732383300,3184,3222
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",xuanxuan001,16,1732383300,2988,3070
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",kotatsugame,17,1732383300,3006,3079
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",lexiyvv,18,1732383300,2675,2828
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",jiangbowen,19,1732383300,3106,3146
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",QwertyPi,20,1732383300,2783,2901
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",ecnerwala,21,1732383300,3446,3392
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",A_G,22,1732383300,2904,2984
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",RGB_ICPC1,23,1732383300,2472,2660
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",grass8sheep,24,1732383300,2728,2846
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",emptyhope,25,1732383300,3127,3141
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",Tony2_CF,26,1732383300,2405,2601
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",matchalover,27,1732383300,1662,2160
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",Pyqe,28,1732383300,2774,2869
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",Otomachi_Una,29,1732383300,2645,2771
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",arvindf232,30,1732383300,3139,3137
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",hos.lyric,31,1732383300,3349,3291
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",BurnedChicken,32,1732383300,3060,3073
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",-Eternity-,33,1732383300,2971,3004
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",Hamed_Ghaffari,34,1732383300,2371,2557
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",Fido_Puppy,35,1732383300,2696,2794
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",Flamire,36,1732383300,2885,2933
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",Benq,37,1732383300,3738,3564
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",potato167,38,1732383300,3124,3108
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",cmk666,39,1732383300,2830,2886
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",ORzyzRO,40,1732383300,2512,2648
2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",taeyeon_ss,41,1732383300,2540,2667
