contestId,contestName,handle,rank,ratingUpdateTimeSeconds,oldRating,newRating
2035,Codeforces Global Round 27,Kevin114514,1,1730050500,3136,3341
2035,Codeforces Global Round 27,275307894a,2,1730050500,2847,3083
2035,Codeforces Global Round 27,jiangly,3,1730050500,3904,3831
2035,Codeforces Global Round 27,JoesSR,4,1730050500,2890,3070
2035,Codeforces Global Round 27,ksun48,5,1730050500,3321,3373
2035,Codeforces Global Round 27,turmax,6,1730050500,3309,3352
2035,Codeforces Global Round 27,dXqwq,7,1730050500,3101,3188
2035,Codeforces Global Round 27,hos.lyric,8,1730050500,3179,3237
2035,Codeforces Global Round 27,heuristica,9,1730050500,3300,3320
2035,Codeforces Global Round 27,jiangbowen,10,1730050500,2922,3035
2035,Codeforces Global Round 27,LJC00118,11,1730050500,3297,3305
2035,Codeforces Global Round 27,ecnerwala,12,1730050500,3494,3446
2035,Codeforces Global Round 27,peti1234,13,1730050500,3050,3112
2035,Codeforces Global Round 27,no_dream,14,1730050500,2646,2813
2035,Codeforces Global Round 27,PinkieRabbit,15,1730050500,2654,2814
2035,Codeforces Global Round 27,GroupMatrix,16,1730050500,2703,2845
2035,Codeforces Global Round 27,sammyuri,17,1730050500,2387,2613
2035,Codeforces Global Round 27,LipArcanjo,18,1730050500,2530,2712
2035,Codeforces Global Round 27,Ormlis,19,1730050500,3159,3168
2035,Codeforces Global Round 27,hhhgjyismine,20,1730050500,2508,2689
2035,Codeforces Global Round 27,CJ_xde_pt,21,1730050500,2623,2769
2035,Codeforces Global Round 27,ymmparsa,22,1730050500,2752,2859
2035,Codeforces Global Round 27,taeyeon_ss,23,1730050500,2524,2691
2035,Codeforces Global Round 27,orz,24,1730050500,2700,2816
2035,Codeforces Global Round 27,xuanxuan001,25,1730050500,2939,2988
2035,Codeforces Global Round 27,A_G,26,1730050500,2806,2887
2035,Codeforces Global Round 27,244mhq,27,1730050500,2919,2968
2035,Codeforces Global Round 27,potato167,28,1730050500,3091,3093
2035,Codeforces Global Round 27,maspy,29,1730050500,3143,3129
2035,Codeforces Global Round 27,BurnedChicken,30,1730050500,3113,3105
