contestId,contestName,handle,rank,ratingUpdateTimeSeconds,oldRating,newRating
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),jiangly,1,1723397700,3627,3734
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),Radewoosh,2,1723397700,3582,3646
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),Benq,3,1723397700,3586,3620
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),Um_nik,4,1723397700,3252,3354
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),maspy,5,1723397700,2971,3127
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),Nachia,6,1723397700,2967,3111
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),ksun48,7,1723397700,3474,3479
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),Ormlis,8,1723397700,3102,3192
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),furry,9,1723397700,2749,2921
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),kiwihadron,10,1723397700,3018,3114
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),ecnerwala,11,1723397700,3654,3581
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),squareOf105,12,1723397700,2705,2869
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),gamegame,13,1723397700,3406,3386
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),LJC00118,14,1723397700,3250,3264
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),StarSilk,15,1723397700,2947,3033
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),VivaciousAubergine,16,1723397700,3061,3114
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),Wuyanru,17,1723397700,2569,2746
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),dorijanlendvaj,18,1723397700,2948,3021
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),Peter-007,19,1723397700,2343,2575
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),cmk666,20,1723397700,2740,2860
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),BurnedChicken,21,1723397700,3206,3204
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),AgafonovArtem,22,1723397700,2598,2750
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),maroonrk,23,1723397700,3236,3220
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),Zhouershan,24,1723397700,2464,2646
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),Xylenox,25,1723397700,2683,2803
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),-Eternity-,26,1723397700,2896,2958
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),ppltn,27,1723397700,2628,2757
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),defnotmee,28,1723397700,2396,2586
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),dog_of_Nesraychan,29,1723397700,2688,2794
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),RDDCCD,29,1723397700,2702,2804
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),hank55663,31,1723397700,2966,2998
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),neal,32,1723397700,2942,2978
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),ugly2333,33,1723397700,3270,3221
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),Adam_GS,34,1723397700,2837,2896
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),oleh1421,35,1723397700,2762,2838
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),_Serge_,36,1723397700,2529,2665
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),uwu,37,1723397700,2473,2622
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),Kapt,38,1723397700,2953,2974
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),zjy2008,39,1723397700,2709,2791
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),A-SOUL_Bella,40,1723397700,2852,2896
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),WiwiHo,41,1723397700,2583,2695
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),marvinthang,42,1723397700,2316,2499
2002,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),gabrielwu,43,1723397700,2598,2703
